    0.416493961781962338E-01    0.554075598685048964E+00   -0.749766900796682956E+00    0.266943947524147507E+04    0.125764115103693121E+04    0.359234867721968476E+05
    0.342722054169404822E-01    0.573577552322597772E+00   -0.747522668558804892E+00    0.291044122704227857E+04    0.129698237081764364E+04    0.359237069274231617E+05
    0.470441726809943117E-01    0.552664929263857130E+00   -0.739818587179545739E+00    0.260479009993901491E+04    0.114225826432155304E+04    0.359247410967365649E+05
    0.418243132400695009E-01    0.552142503853029654E+00   -0.745326880943930403E+00    0.261086821721147135E+04    0.127555098370593851E+04    0.359249837548947035E+05
    0.480067332709307321E-01    0.542506605849152890E+00   -0.748046121276846776E+00    0.255468498717598868E+04    0.119646526265260263E+04    0.359250753156165010E+05
    0.420205465637305264E-01    0.546587149172974907E+00   -0.752444576540224785E+00    0.260280554121404612E+04    0.131641384145396978E+04    0.359254301065002364E+05
    0.440666133606542609E-01    0.541866801002606313E+00   -0.756317771788230564E+00    0.263860801456217450E+04    0.128719825685248270E+04    0.359254391649337631E+05
    0.348830453907525082E-01    0.568050512933177210E+00   -0.751377359277988988E+00    0.289285755572890139E+04    0.132079524846435174E+04    0.359254401586919994E+05
    0.383325602484752698E-01    0.560160433337384189E+00   -0.739960427884999383E+00    0.267244475667478309E+04    0.130946388660095249E+04    0.359256225742305614E+05
    0.394045834701345216E-01    0.552249394318428788E+00   -0.751530191537592152E+00    0.270616243178329387E+04    0.132741757679341845E+04    0.359256570301488318E+05
    0.405777053467660798E-01    0.550962454395297119E+00   -0.755285256144903494E+00    0.273093156753421044E+04    0.130052075689973458E+04    0.359257469928284117E+05
    0.407775280652429711E-01    0.563844159566606273E+00   -0.739419787446442101E+00    0.273037462022120735E+04    0.120023544182449950E+04    0.359258242669846441E+05
    0.436395384533420638E-01    0.541685378024200581E+00   -0.757383256936960847E+00    0.262637056208758850E+04    0.129937369312593250E+04    0.359259260551124316E+05
    0.423260804298606907E-01    0.551538268025062450E+00   -0.748709023992413236E+00    0.268631376321091329E+04    0.125490381665040877E+04    0.359259749259625460E+05
    0.365969684287193453E-01    0.565397506917530990E+00   -0.743028957160731029E+00    0.274937036450168307E+04    0.131230762701557705E+04    0.359259991299942776E+05
    0.342581717504669286E-01    0.575992984993256130E+00   -0.740024757192939364E+00    0.287164014102363535E+04    0.128511410045449020E+04    0.359260009015610922E+05
    0.449531541411416768E-01    0.541180209425332737E+00   -0.757072756111863421E+00    0.262618442658862978E+04    0.126950173349292822E+04    0.359260642141942371E+05
    0.355292675527563023E-01    0.575187552453114370E+00   -0.743606175606172148E+00    0.288179870160162636E+04    0.124420515843287808E+04    0.359260812266985158E+05
    0.361765751375835651E-01    0.562020154756466717E+00   -0.761249819003329442E+00    0.288903045312226550E+04    0.131704087310338718E+04    0.359261270896276328E+05
    0.455691084060476648E-01    0.540496284049121534E+00   -0.755176792435113931E+00    0.260428388951625948E+04    0.126260308409233176E+04    0.359262888666900399E+05
    0.424365805352801828E-01    0.555292801646151801E+00   -0.739689727570581268E+00    0.264647856049537540E+04    0.123018403791572041E+04    0.359264491868334444E+05
    0.374862147893348860E-01    0.562975473238601754E+00   -0.746572805009574791E+00    0.277973620704649011E+04    0.129615883817193435E+04    0.359264771345696208E+05
    0.448254051121086544E-01    0.548494249181380455E+00   -0.744806286214642843E+00    0.259435910120597055E+04    0.122453079325271233E+04    0.359265515551388235E+05
    0.410466060068702954E-01    0.546612799147836781E+00   -0.761355988099195913E+00    0.271646099312882234E+04    0.132046115021496621E+04    0.359266007674852735E+05
    0.417017570395160284E-01    0.548767341569138756E+00   -0.751494372399266197E+00    0.261316956843468142E+04    0.130579676737614113E+04    0.359266064767358621E+05
    0.393303635818363917E-01    0.555405752357614801E+00   -0.758642021575287151E+00    0.277748567548509209E+04    0.128798463612438786E+04    0.359267308712784579E+05
    0.427197940222090802E-01    0.556974967852705949E+00   -0.747807548806237454E+00    0.270286804566904902E+04    0.119967687962438049E+04    0.359267886261337917E+05
    0.434615298228110958E-01    0.553887849724507664E+00   -0.750379019192236485E+00    0.268008885736775892E+04    0.120482287145384930E+04    0.359268040535080218E+05
    0.385732917213134838E-01    0.560695935940962120E+00   -0.753517915835115737E+00    0.278359882985646846E+04    0.127038595583844744E+04    0.359268527669452960E+05
    0.370377687351112830E-01    0.567640490924269825E+00   -0.739181320756756688E+00    0.274946627709365839E+04    0.127790734280019387E+04    0.359268881797069189E+05
    0.427205393116273230E-01    0.556764113573406050E+00   -0.748909982470783442E+00    0.270567394366790040E+04    0.119993037947073412E+04    0.359268948088682300E+05
    0.355588806977009397E-01    0.566031602007340040E+00   -0.745219514559810059E+00    0.276919064365940221E+04    0.133640935296210978E+04    0.359269040705046209E+05
    0.426500824161933079E-01    0.546282409717803619E+00   -0.758951483298364593E+00    0.269838108804222065E+04    0.127736542656744223E+04    0.359269043005217463E+05
    0.455395302528122728E-01    0.551080898785834994E+00   -0.742922045895071825E+00    0.260379856804616247E+04    0.118720663691836421E+04    0.359269560708575591E+05
    0.408699542004079125E-01    0.558443899329153726E+00   -0.744897138111624946E+00    0.270423411957454437E+04    0.123687186085222243E+04    0.359270525335726197E+05
    0.359106846924372239E-01    0.565149260258305697E+00   -0.754351602281641553E+00    0.289149766040303530E+04    0.130333437227429636E+04    0.359270631449038920E+05
    0.438472556080203441E-01    0.550315235780688861E+00   -0.743776567016926293E+00    0.259447087345468753E+04    0.123924799483063657E+04    0.359271577977605848E+05
    0.436703488891611244E-01    0.545235976567473468E+00   -0.753241283286723462E+00    0.262973957715007509E+04    0.127083955670350406E+04    0.359271606483651994E+05
    0.441430038506191516E-01    0.548393653629040356E+00   -0.749508776923260456E+00    0.261090209434754934E+04    0.123917296959283999E+04    0.359271678870374453E+05
    0.338792139750194177E-01    0.574980125769798622E+00   -0.747105485537872482E+00    0.287824436688266178E+04    0.130436558514022227E+04    0.359272131215809495E+05
    0.450146043264217852E-01    0.551568467380967431E+00   -0.749284607343780440E+00    0.267152617250009234E+04    0.118354811350825639E+04    0.359272150653647914E+05
    0.415616314504059156E-01    0.557087752318076168E+00   -0.742430684204843483E+00    0.265772746987821210E+04    0.123752424871386188E+04    0.359272536911940406E+05
    0.416362180934678749E-01    0.548804410981043711E+00   -0.748201681115517436E+00    0.265892870657485946E+04    0.129823907629468795E+04    0.359272809420836566E+05
    0.381493747897857088E-01    0.563945734455875480E+00   -0.742401888816908162E+00    0.271850445519202640E+04    0.127810734862616209E+04    0.359272864452316062E+05
    0.374591615173254858E-01    0.567222857281475590E+00   -0.750944380847387460E+00    0.285924317350745787E+04    0.124384071788391407E+04    0.359273599070391501E+05
    0.433109929790939652E-01    0.542465009477328453E+00   -0.759827320322194466E+00    0.265831877149182264E+04    0.129724824789677632E+04    0.359273995901102244E+05
    0.442681225323317690E-01    0.546234296833832511E+00   -0.752322225658611066E+00    0.262130492807590645E+04    0.125201612815525323E+04    0.359274536865504779E+05
    0.364516242788036487E-01    0.565974111635563437E+00   -0.745915412766176678E+00    0.280034305523127296E+04    0.130258667672494903E+04    0.359275536644412714E+05
    0.454751678163693579E-01    0.543704092933542604E+00   -0.747762808692394421E+00    0.256920038144582122E+04    0.124968905953146646E+04    0.359275570516473672E+05
    0.375056324151784026E-01    0.560367070493061226E+00   -0.744657477655889966E+00    0.273833617596450949E+04    0.132005902161482777E+04    0.359275635867118835E+05
    0.413839669610911176E-01    0.554952391200600359E+00   -0.747146179608694117E+00    0.272293210462640263E+04    0.124697458756497053E+04    0.359275654149914626E+05
    0.405948321558067537E-01    0.553497432401041323E+00   -0.750422716846292692E+00    0.271374593356256537E+04    0.127935590569229294E+04    0.359276028734015199E+05
    0.369389449067152251E-01    0.567392618687317052E+00   -0.752365240958277059E+00    0.285801126742405631E+04    0.125822408150923957E+04    0.359276070074583404E+05
    0.421986636843070945E-01    0.552538582796858635E+00   -0.743759923438550463E+00    0.262481983570960028E+04    0.125987644926675648E+04    0.359276225751038364E+05
    0.400341355476647662E-01    0.557921507830897667E+00   -0.752867587861560827E+00    0.279587162203723801E+04    0.124871823687177721E+04    0.359276286080603895E+05
    0.323158709619539297E-01    0.580843593169217853E+00   -0.745198614129631620E+00    0.293587329116420779E+04    0.130428983219479733E+04    0.359276340729629301E+05
    0.434016922238028915E-01    0.547053110571212309E+00   -0.744803974590367845E+00    0.259701141276121052E+04    0.127580188566786001E+04    0.359276501527440269E+05
    0.453254229661043603E-01    0.550985318089371345E+00   -0.746234470046434284E+00    0.263230175687246992E+04    0.118698601610215815E+04    0.359276545238111721E+05
    0.443956187892604673E-01    0.548668582356851009E+00   -0.743090725268467533E+00    0.259484282981039814E+04    0.123723079297957815E+04    0.359276917760705546E+05
    0.379907464755600763E-01    0.560241639920805223E+00   -0.750611208757770987E+00    0.279658904449813281E+04    0.129658349726846518E+04    0.359277028678575662E+05
    0.432971661264945976E-01    0.550284027253253871E+00   -0.752072857514168636E+00    0.268344126068217565E+04    0.123299810080301131E+04    0.359277028897521886E+05
    0.440411453096107228E-01    0.546292564934280023E+00   -0.746075672304712167E+00    0.260507217683595354E+04    0.126128652587715419E+04    0.359277206143167423E+05
    0.382198521178488473E-01    0.560613425713669455E+00   -0.755327230583583198E+00    0.282482726826433509E+04    0.127461641451690502E+04    0.359277319805344450E+05
    0.344628894331896612E-01    0.570631958501572112E+00   -0.748194246296582044E+00    0.290119164742883459E+04    0.131158006044487206E+04    0.359277935987756355E+05
    0.427258349210578800E-01    0.548366645479273052E+00   -0.753351829835716247E+00    0.266609541607329356E+04    0.127009863769595358E+04    0.359278153338796255E+05
    0.444277834367844335E-01    0.549585447196873300E+00   -0.747072020503394163E+00    0.260874600685135874E+04    0.122455240235267001E+04    0.359278497587351158E+05
    0.358743491359291566E-01    0.570018591238582562E+00   -0.751154828571442001E+00    0.284765494387360104E+04    0.127632504710004628E+04    0.359278554495767021E+05
    0.401064473176757849E-01    0.551266382062861826E+00   -0.748448930976387317E+00    0.264825106132998008E+04    0.132898859618826009E+04    0.359278661975825962E+05
    0.401259211312979883E-01    0.555705651629565200E+00   -0.746256810888192401E+00    0.270897827505418991E+04    0.127892510945582649E+04    0.359278893375367043E+05
    0.395977570685983188E-01    0.553236362318139108E+00   -0.757884291417743272E+00    0.276720990643221558E+04    0.129947371427116423E+04    0.359279067663722308E+05
    0.380765561085344706E-01    0.560193002244254279E+00   -0.749221578365652618E+00    0.278734087525462292E+04    0.129152271802530777E+04    0.359279200454482489E+05
    0.385432788423914138E-01    0.561066779974076946E+00   -0.741855948778375462E+00    0.272695897816137040E+04    0.128731843698742955E+04    0.359279294149931957E+05
    0.416001289835098848E-01    0.555816762295075928E+00   -0.741355797660620985E+00    0.263873454312101376E+04    0.125200377495868247E+04    0.359279710204194416E+05
    0.403034321006610907E-01    0.555855736789538923E+00   -0.745383751825812069E+00    0.268356171274778990E+04    0.128183673683321376E+04    0.359279731844969720E+05
