    0.108773237876813922E+00    0.167984146907974052E+01   -0.615435148068528504E+00    0.132510133969770072E+04    0.309221422568491471E+04   -0.310606421730633000E+15   -0.602646350544152298E+01    1
    0.483762016459861194E-01    0.160143157523015223E+01   -0.572265820696209238E+00    0.527188128896219769E+04    0.294545168682492022E+04   -0.239160897574449188E+15   -0.602896350544150561E+01    1
    0.259770160008696398E-01    0.146017294710532175E+01   -0.875313099580932175E+00    0.628392139902983035E+04    0.377141128844389959E+04   -0.147682811971357688E+15   -0.603146350544150955E+01    1
    0.875292782395179214E-01    0.162505376266634327E+01   -0.221886725006030738E+00    0.764454944760504623E+04    0.186910519176999969E+04   -0.145294977882754406E+15   -0.603396350544152682E+01    1
    0.825131071116369103E-01    0.156758506086290561E+01   -0.993362250655564494E+00    0.214557556110027144E+04    0.112312807722049206E+04   -0.105864906422936938E+15   -0.603646350544153165E+01    1
    0.342355238091376288E-01    0.159979308892684013E+01   -0.857054922554544074E+00    0.151947741311357981E+04    0.348317276431157097E+04   -0.899745239103877969E+14   -0.603896350544152227E+01    1
    0.809446704481252138E-01    0.152025578980780463E+01   -0.875409248964231335E+00    0.557308308248725552E+04    0.106114242273156697E+04   -0.765769560869750938E+14   -0.604146350544151556E+01    1
    0.133786498195691828E-01    0.157038212446969760E+01   -0.698798006257426052E+00    0.718420010433059997E+04    0.358972843613407940E+04   -0.730632765167174688E+14   -0.604396350544152039E+01    1
    0.102799538736977697E+00    0.141572834209349052E+01   -0.536907019274772690E-01    0.543629694282249329E+04    0.335652470168339823E+04   -0.400739672357521016E+14   -0.604646350544152966E+01    1
    0.587892526324448189E-01    0.144284881355477479E+01   -0.503957726770288272E+00    0.509857564739619374E+04    0.354490408768242651E+04   -0.374450988016686875E+14   -0.604896350544152206E+01    1
    0.192871280228791298E-01    0.149517763784956603E+01   -0.770997598756849589E+00    0.577413185624101243E+04    0.318320246180423146E+04   -0.258682198574041016E+14   -0.605146350544152156E+01    1
    0.913545058402513294E-01    0.143916991214920986E+01   -0.700192843749505522E+00    0.529819600979797269E+04    0.203453386786220699E+04   -0.238107238281185156E+14   -0.605396350544152995E+01    1
    0.372562897585193425E-01    0.157387720108292939E+01   -0.385917572914484253E-01    0.440955396995371120E+04    0.270875473539058930E+04   -0.214575647143777227E+14   -0.605646350544151790E+01    1
    0.453827139767970580E-01    0.160034947465325406E+01   -0.239158162271968303E-01    0.259384418606651798E+04    0.270848064362806281E+04   -0.212546575860573320E+14   -0.605896350544151829E+01    1
    0.245517343407464783E-01    0.154945676901961527E+01   -0.829507989952471991E+00    0.349795712649340203E+04    0.211074416414393045E+04   -0.198175935632896992E+14   -0.606146350544153112E+01    1
    0.864123069499283109E-01    0.138534543161058066E+01   -0.999572211662951016E-01    0.516076090797677080E+04    0.349676739026344785E+04   -0.195305441741843555E+14   -0.606396350544153950E+01    1
    0.554286580609068061E-01    0.167818484085308461E+01   -0.259478985286451191E+00    0.118236786871089635E+04    0.270420304529855639E+04   -0.189496270087029688E+14   -0.606646350544153368E+01    1
    0.836123519286715855E-01    0.143072950760307793E+01   -0.228223587084950386E+00    0.430550618494690207E+04    0.296965405919946170E+04   -0.181949400484652461E+14   -0.606896350544153407E+01    1
    0.113579289588528060E+00    0.129455572982713907E+01   -0.472959756456754810E+00    0.700161301394158545E+04    0.342390942919430472E+04   -0.154924251807681660E+14   -0.607146350544153712E+01    1
    0.105366478496345048E+00    0.147604943535833777E+01   -0.322107551255309599E+00    0.637423976447014866E+04    0.175323132993427089E+04   -0.151901584705749375E+14   -0.607396350544151886E+01    1
    0.603070809969669247E-01    0.138300301863520847E+01   -0.336583270628919989E-01    0.808971615253914206E+04    0.316253259522408371E+04   -0.916969957332997266E+13   -0.607646350544150149E+01    1
    0.689078121632549223E-01    0.152491916619172274E+01   -0.869885762324757672E+00    0.171721241145231033E+04    0.149587032387404406E+04   -0.857818732338133789E+13   -0.607896350544150277E+01    1
    0.876938230507769978E-01    0.139457716480200844E+01   -0.627273205170123305E+00    0.395873712661172340E+04    0.235454030145805064E+04   -0.779571727164620605E+13   -0.608146350544151737E+01    1
    0.377191860954169747E-01    0.151886477537596010E+01   -0.202999951243296839E+00    0.195023447897317396E+04    0.366207494522904199E+04   -0.762959471080455371E+13   -0.608396350544153197E+01    1
    0.339624560811310205E-01    0.159601906771324642E+01   -0.108205253668558807E+00    0.455596588545720988E+04    0.193315153275853027E+04   -0.716817418880745312E+13   -0.608646350544153236E+01    1
    0.383847462827187902E-01    0.155058106710882160E+01   -0.101486882653950561E+00    0.163253574989644540E+04    0.346242943462967742E+04   -0.693823940309025000E+13   -0.608896350544152032E+01    1
    0.564259943166248862E-01    0.148205070341513823E+01   -0.443360383667049829E+00    0.588878580639934262E+04    0.182955112343410292E+04   -0.639892738461103125E+13   -0.609146350544151804E+01    1
    0.107762109842028025E+00    0.144669490130364009E+01   -0.494841529794519897E+00    0.151257350760376039E+04    0.265167344037771090E+04   -0.478441363259655371E+13   -0.609396350544151844E+01    1
    0.230084864995066737E-01    0.150919503000214528E+01   -0.328708555564605653E+00    0.799419467843324855E+04    0.227426930897950751E+04   -0.444699121752311035E+13   -0.609646350544151083E+01    1
    0.518038352537996405E-01    0.130038229416908813E+01   -0.888732787180429362E+00    0.329204014426948015E+04    0.345113494769259069E+04   -0.402826283470869922E+13   -0.609896350544150234E+01    1
    0.287543736703925329E-01    0.139582865681786172E+01   -0.366539040713703246E+00    0.546743224187841861E+04    0.307115891029877139E+04   -0.224868844745502100E+13   -0.610146350544149918E+01    1
    0.710271194828729913E-01    0.128979081881146884E+01   -0.629557961605113237E+00    0.822266160714810030E+04    0.213265685902133600E+04   -0.205125953800207178E+13   -0.610396350544150579E+01    1
    0.515675297740805089E-01    0.160524769372443332E+01   -0.408846380807534104E+00    0.128223609927898997E+04    0.182477113977904992E+04   -0.182322255125628467E+13   -0.610646350544152394E+01    1
    0.112411309746645843E+00    0.161686704435216111E+01   -0.536270499614384111E+00    0.940133813148292347E+03    0.131549144162021298E+04   -0.173736594442176074E+13   -0.610896350544153233E+01    1
    0.278202435167771434E-01    0.166173212101275980E+01   -0.134692528751616802E+00    0.280258971053344976E+04    0.136632628068116173E+04   -0.152238212652140381E+13   -0.611146350544151318E+01    1
    0.597872740675460118E-01    0.150551522651199443E+01   -0.297362110880036612E+00    0.166850998466471538E+04    0.201227315316418913E+04   -0.147916093480256763E+13   -0.611396350544150202E+01    1
    0.568768084309353300E-01    0.131512596464513987E+01   -0.722216961146344816E+00    0.274061928222637243E+04    0.298611281620674708E+04   -0.122720062335334351E+13   -0.611646350544151840E+01    1
    0.770113133999929811E-01    0.120988346454887008E+01   -0.436419365058153763E+00    0.360606836720451656E+04    0.380151372429694857E+04   -0.965253700415649902E+12   -0.611896350544151613E+01    1
    0.328350375019376556E-01    0.132519272746848138E+01   -0.129449567337997951E+00    0.464121807920074207E+04    0.337389175090119306E+04   -0.843814207785463379E+12   -0.612146350544151030E+01    1
    0.397544198695419931E-01    0.127432277441273789E+01   -0.317225418602759157E+00    0.602537944047029850E+04    0.332082907353634982E+04   -0.829212184244602295E+12   -0.612396350544150803E+01    1
    0.366685143910854550E-01    0.133651699620491748E+01   -0.713513427655043442E+00    0.694784342316033053E+04    0.182649078080314530E+04   -0.777736154543622803E+12   -0.612646350544151108E+01    1
    0.782168967004944066E-01    0.138224045646504878E+01   -0.355662611731948686E+00    0.688178622017237649E+04    0.130558298953315420E+04   -0.749791026585268066E+12   -0.612896350544151858E+01    1
    0.722332590676260378E-01    0.149389176638781818E+01   -0.573558063036276655E+00    0.604812189255503472E+04    0.798924715220160351E+03   -0.748746079776498413E+12   -0.613146350544150476E+01    1
    0.897751605782442785E-01    0.122204266268559913E+01   -0.219978106032802156E+00    0.426474610234911597E+04    0.282365428121550531E+04   -0.659843077493223267E+12   -0.613396350544150160E+01    1
    0.103272678844850418E-01    0.155301890058708425E+01   -0.842046755827887017E+00    0.115355752123377124E+04    0.276644303090555150E+04   -0.642454264838056763E+12   -0.613646350544149932E+01    1
    0.593752099001294970E-01    0.141996563385788299E+01   -0.884263720872890735E+00    0.459260793602254921E+03    0.376838674745113440E+04   -0.597720161095412109E+12   -0.613896350544150327E+01    1
    0.796657254659517422E-01    0.122618874367516972E+01   -0.111401280655320289E+00    0.546717672543303252E+04    0.266996970484132316E+04   -0.558185566112210205E+12   -0.614146350544151343E+01    1
    0.163493162665329095E-01    0.131610282202032058E+01   -0.623913751089122837E+00    0.481524660904039411E+04    0.381178321498214427E+04   -0.499923036956905151E+12   -0.614396350544152714E+01    1
    0.995510422260970779E-01    0.105134520571307588E+01   -0.873223864796897065E+00    0.569167496279516763E+04    0.364487063073030458E+04   -0.459752631316820557E+12   -0.614646350544152309E+01    1
    0.739142415327781466E-01    0.155571362770915878E+01   -0.564364516835954677E+00    0.536561315565350742E+04    0.571994171710968430E+03   -0.422948226765517883E+12   -0.614896350544151282E+01    1
    0.817654068058141781E-01    0.144189160157724805E+01   -0.895179093040618490E+00    0.113484726750176969E+04    0.103409707481509440E+04   -0.372629024063758057E+12   -0.615146350544152742E+01    1
    0.750508320181690891E-01    0.114334009250361524E+01   -0.980151513391840479E+00    0.707772813805746227E+04    0.128140037780306943E+04   -0.365200394720660156E+12   -0.615396350544151360E+01    1
    0.439696773541640024E-01    0.166172039391313975E+01   -0.543743294142085887E+00    0.514581443629273872E+04    0.501041369245646138E+03   -0.363149470083550171E+12   -0.615646350544150067E+01    1
    0.103582712339773175E+00    0.110566322675195039E+01   -0.800205525384100280E+00    0.428724097636346778E+04    0.289495417358875966E+04   -0.328626435077558228E+12   -0.615896350544150195E+01    1
    0.608149956545207121E-01    0.111298043575670391E+01   -0.690375535139372221E+00    0.605823488615953738E+04    0.348527599431630142E+04   -0.280483291903057007E+12   -0.616146350544151922E+01    1
    0.110118272141662546E+00    0.116149404364180020E+01   -0.155796109804159921E+00    0.284369759318602428E+04    0.295465665996931148E+04   -0.262018679411478424E+12   -0.616396350544152849E+01    1
    0.969287793195098557E-01    0.145337764414946724E+01   -0.455175074857060769E+00    0.266961845620573285E+04    0.903922318346780003E+03   -0.239787319476205353E+12   -0.616646350544150668E+01    1
    0.107656727896115897E+00    0.113107384699599622E+01   -0.812639413231084240E+00    0.798133302248419750E+04    0.151809244719582875E+04   -0.236045302889688904E+12   -0.616896350544149996E+01    1
    0.801257521901854730E-01    0.125245343755905902E+01   -0.691705377796931087E+00    0.660397584088849362E+04    0.128603645747084192E+04   -0.232744018575753693E+12   -0.617146350544152167E+01    1
    0.750959724500024350E-01    0.123297803273378337E+01   -0.896644296841145882E+00    0.686807366965276560E+04    0.846837303683180380E+03   -0.208516940038038483E+12   -0.617396350544153449E+01    1
    0.107934713990981423E+00    0.130072949650313552E+01   -0.934582748616182707E-01    0.576080332461213766E+04    0.121861104628017165E+04   -0.206009186348988220E+12   -0.617646350544151179E+01    1
    0.105322599880009277E+00    0.125086526752932992E+01   -0.541282487649127786E+00    0.360540848978245003E+04    0.153013760614410967E+04   -0.202254851739626251E+12   -0.617896350544150152E+01    1
    0.772569603847668863E-02    0.135790672475362606E+01   -0.671796815406370706E+00    0.806199882007014730E+04    0.268937698247975641E+04   -0.193936414726696411E+12   -0.618146350544150103E+01    1
    0.105215956118599574E+00    0.111558024353399099E+01   -0.841233917535833875E+00    0.338501042310900630E+04    0.242847603132369341E+04   -0.185630394746326447E+12   -0.618396350544151829E+01    1
    0.272750103266842410E-01    0.156040667265279875E+01   -0.921614936260822248E+00    0.507797754885895665E+04    0.197564830977132317E+03   -0.173048006662245789E+12   -0.618646350544152934E+01    1
    0.865589556897752577E-01    0.156841317451299211E+01   -0.316589570376611451E+00    0.756064231227596792E+04    0.435962825181951985E+03   -0.167968915618041779E+12   -0.618896350544151730E+01    1
    0.474353011059911595E-01    0.124567437212575505E+01   -0.845734406965847452E+00    0.333240231582027536E+04    0.184031230544902155E+04   -0.151244237659388214E+12   -0.619146350544153012E+01    1
    0.932445901284270906E-01    0.120384962121534755E+01   -0.142152968889285719E+00    0.308042340879390167E+04    0.215647657232792290E+04   -0.143841544436759918E+12   -0.619396350544153673E+01    1
    0.329462536485375865E-01    0.125898322695172338E+01   -0.872570827854181830E+00    0.279321448965572381E+04    0.225807185743539412E+04   -0.140211730721598511E+12   -0.619646350544151137E+01    1
    0.101576663136995787E+00    0.111644393940942033E+01   -0.353905065462926216E+00    0.183072918939155943E+04    0.381546264698002960E+04   -0.129301694492332382E+12   -0.619896350544150465E+01    1
    0.478394416147991108E-01    0.131754234855657626E+01   -0.737889982058356986E+00    0.762734897356879628E+04    0.931588150499200992E+03   -0.126541822082446274E+12   -0.620146350544151748E+01    1
    0.100880758322163061E+00    0.135728889704373334E+01   -0.458226340621480710E+00    0.622483756233296845E+04    0.760933597621723834E+03   -0.125019136563482117E+12   -0.620396350544150987E+01    1
    0.436094697333261061E-01    0.163012969240099426E+01   -0.243262371212993128E+00    0.304094785450117615E+04    0.645311509644193393E+03   -0.122726669264819107E+12   -0.620646350544149783E+01    1
    0.322456136336117388E-01    0.157498866952468797E+01   -0.321816148794751899E+00    0.191174725236823565E+04    0.105118654509781163E+04   -0.117649514763654083E+12   -0.620896350544150710E+01    1
    0.104689202419987581E+00    0.136815671097957714E+01   -0.313839375725818381E+00    0.345839276163033844E+03    0.381255666985400694E+04   -0.112344673529446198E+12   -0.621146350544150838E+01    1
    0.153042548923976920E-01    0.130352054621268687E+01   -0.269641008235870894E+00    0.509880189108375998E+04    0.296799951206298920E+04   -0.104794133137951599E+12   -0.621396350544150700E+01    1
    0.735555195979293586E-01    0.107824145903889157E+01   -0.391213443346287271E+00    0.480004511705941241E+04    0.327114616380815642E+04   -0.957092086351832581E+11   -0.621646350544150472E+01    1
    0.104417593242152912E+00    0.115285538094995665E+01   -0.607297902216015983E+00    0.478739085115729631E+04    0.163109450619653649E+04   -0.943624028544651642E+11   -0.621896350544153709E+01    1
    0.101336049846303664E+00    0.116012768618864359E+01   -0.931625483645491137E+00    0.477273065712178504E+04    0.896798257302791626E+03   -0.815628769057014008E+11   -0.622146350544152416E+01    1
    0.294163451458759259E-01    0.142622269301066762E+01   -0.317850792454748565E+00    0.721025831642411322E+04    0.102607076599301831E+04   -0.791927602745883636E+11   -0.622396350544153076E+01    1
    0.570867378963821198E-01    0.128566819202113813E+01   -0.230433680032350402E+00    0.324905930126479871E+04    0.159089996050206400E+04   -0.704212618493356934E+11   -0.622646350544153204E+01    1
    0.110047094893271274E+00    0.119346261836392231E+01   -0.691975831509172079E+00    0.138479196593380243E+04    0.205368239729733932E+04   -0.560216046335229416E+11   -0.622896350544151112E+01    1
    0.809500908276014480E-01    0.983639748257617352E+00   -0.906468856941081036E+00    0.514975782407513452E+04    0.301335460817693865E+04   -0.551438752875770721E+11   -0.623146350544149907E+01    1
    0.599594576113335401E-01    0.106891250117540082E+01   -0.561203941577113619E+00    0.291930267670800231E+04    0.366493675150274976E+04   -0.452224289511723557E+11   -0.623396350544151101E+01    1
    0.884431447216746103E-01    0.977365549497695829E+00   -0.286130358897989136E-01    0.666761779328199464E+04    0.386044903271622934E+04   -0.444441927598424530E+11   -0.623646350544152739E+01    1
    0.890250316167863903E-01    0.119392849493685893E+01   -0.701610778579472516E+00    0.165053601521417795E+04    0.192192957901050909E+04   -0.432464906662829742E+11   -0.623896350544154199E+01    1
    0.277373300274673801E-01    0.115566176609747218E+01   -0.191529705818875906E+00    0.797157130197354763E+04    0.296383536308048315E+04   -0.432235469882585144E+11   -0.624146350544154416E+01    1
    0.215596916538207846E-01    0.151864326349424950E+01   -0.613486780188237657E-01    0.508109584178955004E+03    0.306482225281685032E+04   -0.417226687522173004E+11   -0.624396350544154188E+01    1
    0.671422066523124361E-01    0.119424111736177063E+01   -0.474960227634140753E+00    0.355514964534596493E+04    0.162658094252439696E+04   -0.394891136001911774E+11   -0.624646350544154139E+01    1
    0.983730085639598073E-01    0.116903216313854008E+01   -0.769417176840580752E+00    0.793627827901016371E+04    0.783491884377446695E+03   -0.347767081988605652E+11   -0.624896350544154089E+01    1
    0.712609691711398041E-01    0.125268457167635505E+01   -0.765814260703824079E+00    0.416242044856937082E+04    0.879362394546652467E+03   -0.341682570313595963E+11   -0.625146350544151908E+01    1
    0.102703606839388964E+00    0.112665463484006323E+01   -0.742793466319768614E+00    0.704217513331275222E+04    0.102611307701997316E+04   -0.338249664750009880E+11   -0.625396350544150437E+01    1
    0.816264849899014377E-01    0.106958124654860076E+01   -0.198845116160506930E+00    0.546913204642578785E+04    0.221558879663463631E+04   -0.304008320779198914E+11   -0.625646350544151275E+01    1
    0.524860432649245784E-01    0.138705327819540569E+01   -0.523394270889484536E+00    0.315567771537046553E+03    0.350295247197847493E+04   -0.288967155387609863E+11   -0.625896350544152913E+01    1
    0.875280096400660457E-01    0.103954092774518703E+01   -0.951453473927141413E+00    0.205986641464566856E+04    0.260846992972786893E+04   -0.265682355168519554E+11   -0.626146350544153396E+01    1
    0.464903980329661876E-01    0.104781524849584651E+01   -0.547698981829019993E+00    0.721575415266789787E+04    0.273532117827669299E+04   -0.250196421729799042E+11   -0.626396350544151304E+01    1
    0.956754505487284190E-01    0.118079594753167294E+01   -0.976627020774422649E+00    0.165057471479231413E+04    0.100763315480199651E+04   -0.237824624929397087E+11   -0.626646350544151076E+01    1
    0.791508504712983008E-01    0.144200416168727541E+01   -0.644216579665949252E+00    0.309953355816664441E+03    0.174403728326387363E+04   -0.230683336374957237E+11   -0.626896350544153069E+01    1
    0.479856765334344820E-01    0.156414661511536002E+01   -0.668901859533236109E+00    0.787231283783531808E+03    0.717283961363494882E+03   -0.213371491459139137E+11   -0.627146350544152575E+01    1
    0.697585607347146613E-01    0.124385306334631629E+01   -0.696550044418838388E+00    0.100035134902517234E+04    0.199063850217820163E+04   -0.212013491539322319E+11   -0.627396350544150305E+01    1
    0.802382098004201377E-01    0.125013347646672002E+01   -0.384181243967474714E-02    0.747952452346332393E+04    0.895496844506673369E+03   -0.208886560817489548E+11   -0.627646350544151854E+01    1
    0.275115735966663180E-01    0.120720507518096709E+01   -0.273417557267328581E+00    0.131186856471729152E+04    0.387810760955930709E+04   -0.197817851577697868E+11   -0.627896350544151893E+01    1
    0.631033794668623416E-01    0.119425264399814912E+01   -0.458898446296637952E+00    0.410561046016223190E+04    0.128211292339437045E+04   -0.184490352059042969E+11   -0.628146350544150600E+01    1
    0.761207905045418187E-01    0.149871090271027807E+01   -0.977079164592255800E-01    0.172642439949405093E+04    0.572961280898508903E+03   -0.151262819101183281E+11   -0.628396350544150373E+01    1
    0.592410232843098780E-01    0.967143527893915667E+00   -0.468955188357081942E-01    0.670963660446608446E+04    0.365476536660532838E+04   -0.144767954097627258E+11   -0.628646350544151566E+01    1
    0.825916788702022731E-01    0.164460815000871774E+01   -0.283625506318826881E+00    0.132202521938430641E+04    0.404139585913957035E+03   -0.143944498545669861E+11   -0.628896350544151872E+01    1
    0.196749666895326657E-01    0.161122731175116618E+01   -0.725143608715650645E+00    0.271118726075687937E+04    0.341434179010458593E+03   -0.140358924151422539E+11   -0.629146350544151289E+01    1
    0.207257672889956598E-01    0.115678887067205749E+01   -0.475455746103936927E+00    0.250176945515693978E+04    0.343118343865799534E+04   -0.128247083444521599E+11   -0.629396350544151328E+01    1
    0.472625409260891277E-01    0.101727818178032536E+01   -0.736449218464198863E+00    0.461539206457604723E+04    0.266109206096040725E+04   -0.122775380429506683E+11   -0.629646350544151456E+01    1
    0.293002581200970981E-01    0.111562093757198855E+01   -0.461338304041279457E+00    0.531726448270195397E+04    0.235363758872362314E+04   -0.119976029458006630E+11   -0.629896350544151140E+01    1
    0.491564445805291184E-01    0.119488731062031683E+01   -0.822472836262999385E+00    0.164234460450867164E+04    0.166429029658069476E+04   -0.112640707597427101E+11   -0.630146350544151979E+01    1
    0.440127486799394702E-01    0.107479529545655361E+01   -0.979736298457257737E+00    0.696497096337624589E+04    0.813505978525864521E+03   -0.940737594575559998E+10   -0.630396350544154327E+01    1
    0.594120196360969910E-01    0.105880965496861323E+01   -0.474151149373836622E+00    0.341794525254826794E+04    0.210905916236717712E+04   -0.904125695494680595E+10   -0.630646350544153300E+01    1
    0.151524571312460499E-01    0.122943705003827874E+01   -0.457115654100156976E+00    0.186959299266066910E+04    0.308908367464659250E+04   -0.901825197235422897E+10   -0.630896350544153339E+01    1
    0.517416399608858768E-01    0.120720327101179459E+01   -0.191557503196449867E-01    0.195021860222316900E+04    0.159753116782547886E+04   -0.885854290265374565E+10   -0.631146350544152401E+01    1
    0.388696022796471627E-01    0.104955837661115226E+01   -0.532966640288531468E+00    0.230861936453047929E+04    0.353133828902363985E+04   -0.864094068542616463E+10   -0.631396350544150398E+01    1
    0.490757155245001367E-01    0.156474940808215024E+01   -0.584993259593321824E+00    0.363907613046411188E+04    0.278697155075828960E+03   -0.802318678504052544E+10   -0.631646350544151769E+01    1
    0.517846163113013097E-01    0.103743375838355889E+01   -0.961981428537860506E+00    0.673648369257545164E+04    0.980738917696076896E+03   -0.759314406428199196E+10   -0.631896350544152607E+01    1
    0.343944175864746779E-01    0.121068170917599294E+01   -0.738671397227935400E+00    0.451301481135878748E+04    0.102156766383853278E+04   -0.673911419709702969E+10   -0.632146350544152202E+01    1
    0.218772824738205293E-01    0.150692909375335482E+01   -0.258919277703223427E+00    0.304262830925947765E+04    0.641455859193385891E+03   -0.614507875462263203E+10   -0.632396350544152774E+01    1
    0.604965364883720963E-01    0.113104477982599816E+01   -0.459985901193225910E+00    0.537559020458609575E+04    0.112222303970436337E+04   -0.600200687367602348E+10   -0.632646350544152636E+01    1
    0.554591247996148867E-01    0.163894035255393100E+01   -0.570340818727502308E+00    0.564410226600008900E+04    0.151424656082816455E+03   -0.582229507558717918E+10   -0.632896350544151876E+01    1
    0.388629743563076377E-01    0.133298954477820519E+01   -0.334587365204372211E+00    0.789000301037952340E+04    0.603561684991873335E+03   -0.561320915419022465E+10   -0.633146350544152003E+01    1
    0.150181823240206963E-02    0.156560207847930455E+01   -0.570369958973558078E-01    0.567916755683059455E+04    0.162117419772280368E+04   -0.526491096294353485E+10   -0.633396350544152309E+01    1
    0.387223972555485949E-01    0.106204272612537842E+01   -0.482049498923431130E-01    0.163928634553903271E+04    0.353354822650843835E+04   -0.522448224234164906E+10   -0.633646350544152615E+01    1
    0.766963276184398912E-01    0.127477030859908957E+01   -0.197071589756550702E+00    0.119085647233055124E+04    0.105272694545277409E+04   -0.490903852173398209E+10   -0.633896350544152920E+01    1
    0.515347157871887292E-02    0.128161031485776888E+01   -0.766865323864554416E+00    0.321158769051171794E+04    0.243250046092598041E+04   -0.475364063277660942E+10   -0.634146350544152781E+01    1
    0.107393781827907209E+00    0.745816172597186022E+00   -0.970717728020118575E+00    0.708617208831772859E+04    0.357501930983482998E+04   -0.470607117244004440E+10   -0.634396350544151222E+01    1
    0.895060750314048137E-01    0.913089917870403944E+00   -0.808594827650652853E-02    0.274236125939094109E+04    0.310760056089361206E+04   -0.438573888506385326E+10   -0.634646350544149573E+01    1
    0.560188281642044136E-01    0.105524882641221351E+01   -0.740263636386844226E+00    0.536967958824844027E+04    0.126076119834137239E+04   -0.430519217514990425E+10   -0.634896350544151034E+01    1
    0.909269335533321038E-01    0.830656927229823872E+00   -0.134625385327525160E+00    0.698685507866385706E+04    0.374424016983741240E+04   -0.413129002184155369E+10   -0.635146350544150984E+01    1
    0.680628570887572698E-01    0.936390662499063331E+00   -0.664166233832053532E+00    0.208031219561254920E+04    0.344478713125850572E+04   -0.410489453288235712E+10   -0.635396350544149158E+01    1
    0.987280468116301518E-01    0.104702542332486104E+01   -0.530190931136583554E+00    0.633388900433341951E+04    0.964802539136965834E+03   -0.392787146249246120E+10   -0.635646350544149996E+01    1
    0.904238422872771785E-01    0.837210471516590005E+00   -0.373034898420871841E+00    0.430916577582296668E+04    0.365573712535627101E+04   -0.378547892076366234E+10   -0.635896350544152256E+01    1
    0.277489102374372451E-01    0.980087539620596138E+00   -0.715221422077086277E+00    0.420152041849479974E+04    0.333451529588723861E+04   -0.355095597829965830E+10   -0.636146350544152384E+01    1
    0.570328529474713464E-01    0.117572603169426304E+01   -0.390287132667519243E+00    0.256894646516865532E+04    0.102734265406153600E+04   -0.275334939360165691E+10   -0.636396350544150557E+01    1
    0.327458963425913685E-01    0.116707413842848884E+01   -0.694426566488516528E+00    0.677389973470351606E+03    0.313424534892303382E+04   -0.244291063275326300E+10   -0.636646350544150952E+01    1
    0.765835782981708346E-01    0.859722192827229170E+00   -0.405113609288584198E+00    0.387164174142234242E+04    0.307196956167784720E+04   -0.226419370548450232E+10   -0.636896350544151346E+01    1
    0.503924335641500326E-01    0.100276945422315578E+01   -0.492048229065459919E+00    0.140773386969047147E+04    0.303868078002565608E+04   -0.213853783976066923E+10   -0.637146350544153250E+01    1
    0.841520290602024990E-01    0.929732175705441533E+00   -0.379067600788656409E-01    0.116947445926183582E+04    0.350075090370780072E+04   -0.212855523628228903E+10   -0.637396350544155155E+01    1
    0.484515306744017424E-01    0.994983261465224533E+00   -0.217888736961918877E+00    0.212351680156260863E+04    0.258831593220713285E+04   -0.201309769070421171E+10   -0.637646350544152529E+01    1
